,standard_smiles,source,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
49,Clc1ccc(C2CC3CCC2N3)cn1,toxic,88.65454545454546,59.630434782608695,77.96969696969697,93.40350877192982,98.15094339622641,92.37142857142857,72.46153846153847,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,COP(=O)(O)ON1C(=N)NC[C@@H]1CN(C)C,toxic,68.6896551724138,97.97222222222223,77.98901098901099,82.96,92.53086419753086,88.44444444444444,46.34615384615385,72.33333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,CNC[C@H](O)c1ccc(O)c(O)c1,toxic,110.14285714285714,80.24137931034483,96.56716417910448,83.0,96.34146341463415,79.35483870967742,78.0,70.625,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,toxic,49.190298507462686,52.6025,51.535055350553506,55.301953818827705,56.57262103505843,49.279411764705884,55.719298245614034,51.47229916897507,56.20668693009119,47.7779632721202,47.5781990521327,53.27609427609428,42.752631578947366,43.72222222222222,45.405325443786985,37.965625,41.2020202020202,52.36194029850746,50.54587155963303,53.54320987654321,28.62,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,toxic,175.68,121.4225352112676,132.95348837209303,145.08333333333334,130.72602739726028,128.11111111111111,126.26315789473684,103.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Brc1ccccc1-c1ccccc1Br,toxic,185.88888888888889,87.88461538461539,143.48275862068965,123.73684210526316,126.94444444444444,100.41666666666667,66.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,NCCC(O)(P(=O)(O)O)P(=O)(O)O,toxic,80.10526315789474,94.12280701754386,79.49230769230769,76.58181818181818,72.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,toxic,96.20833333333333,95.59859154929578,108.56756756756756,90.72251308900523,92.33142857142857,91.48965517241379,85.50393700787401,73.08411214953271,82.325,81.70370370370371,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,CCCCOC(=O)C(C)O,toxic,55.8780487804878,61.48,86.39024390243902,66.87096774193549,70.13333333333334,71.81481481481481,37.57142857142857,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Cc1cc(C)c(S(=O)(=O)O)cc1/N=N/c1cc(S(=O)(=O)O)c2ccccc2c1O,toxic,156.92207792207793,107.8952380952381,132.5179856115108,112.3731343283582,109.20192307692308,109.6867469879518,122.51807228915662,127.67021276595744,114.61,109.26506024096386,98.43137254901961,70.20833333333333,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
